2021-09-16 20:37:27,464 :: INFO :: Line --> 27 :: Inference Game with Model FrozenLake-v1_16-Sep-2021_15-53-31.h5
2021-09-16 20:37:27,465 :: INFO :: Line --> 28 :: --------------------------------------------------------------------------------------------------------------------------------
2021-09-16 20:37:28,075 :: WARNING :: Line --> 629 :: Model was constructed with shape (None, 16) for input KerasTensor(type_spec=TensorSpec(shape=(None, 16), dtype=tf.float32, name='dense_input'), name='dense_input', description="created by layer 'dense_input'"), but it was called on an input with incompatible shape (None, 1, 16).
2021-09-16 20:37:30,103 :: INFO :: Line --> 91 :: episode:1  total reward:0.0  Path Followed:[0, 0, 4, 0, 0, 0, 4, 0, 1, 0, 0, 0, 1, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 6, 2, 6]  Action Executed:[2, 2, 0, 2, 2, 2, 0, 2, 3, 2, 2, 2, 3, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2]
2021-09-16 20:37:31,788 :: INFO :: Line --> 91 :: episode:2  total reward:1.0  Path Followed:[0, 1, 1, 1, 2, 6, 10, 6, 10, 9, 10, 14, 13, 14, 13, 14, 13, 9, 8, 9, 13, 9, 10, 14, 14, 14, 14, 14]  Action Executed:[2, 3, 3, 3, 2, 2, 0, 2, 0, 1, 0, 1, 2, 1, 2, 1, 2, 1, 3, 1, 2, 1, 0, 1, 1, 1, 1, 1]
2021-09-16 20:37:32,883 :: INFO :: Line --> 91 :: episode:3  total reward:2.0  Path Followed:[0, 4, 8, 9, 10, 14, 13, 9, 13, 9, 8, 8, 9, 13, 14, 14]  Action Executed:[2, 0, 3, 1, 0, 1, 2, 1, 2, 1, 3, 3, 1, 2, 1, 1]
2021-09-16 20:37:33,609 :: INFO :: Line --> 91 :: episode:4  total reward:3.0  Path Followed:[0, 1, 0, 4, 4, 8, 9, 13, 14]  Action Executed:[2, 3, 2, 0, 0, 3, 1, 2, 1]
2021-09-16 20:37:34,776 :: INFO :: Line --> 91 :: episode:5  total reward:3.0  Path Followed:[0, 0, 4, 0, 4, 8, 4, 0, 1, 2, 6, 10, 14, 13, 13, 9, 10, 6]  Action Executed:[2, 2, 0, 2, 0, 3, 0, 2, 3, 2, 2, 0, 1, 2, 2, 1, 0, 2]
2021-09-16 20:37:36,303 :: INFO :: Line --> 91 :: episode:6  total reward:4.0  Path Followed:[0, 4, 8, 8, 9, 13, 13, 13, 9, 13, 9, 13, 14, 14, 14, 13, 9, 8, 4, 8, 9, 8, 9, 10, 14]  Action Executed:[2, 0, 3, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 3, 0, 3, 1, 3, 1, 0, 1]
2021-09-16 20:37:37,130 :: INFO :: Line --> 91 :: episode:7  total reward:5.0  Path Followed:[0, 4, 8, 8, 8, 9, 10, 14, 14, 13, 14]  Action Executed:[2, 0, 3, 3, 3, 1, 0, 1, 1, 2, 1]
2021-09-16 20:37:40,020 :: INFO :: Line --> 91 :: episode:8  total reward:6.0  Path Followed:[0, 1, 1, 1, 2, 6, 10, 6, 2, 2, 2, 3, 3, 3, 3, 2, 6, 2, 6, 10, 14, 14, 14, 14, 13, 13, 13, 14, 13, 9, 10, 9, 10, 9, 13, 9, 8, 8, 9, 8, 8, 9, 10, 9, 8, 9, 13, 9, 10, 14]  Action Executed:[2, 3, 3, 3, 2, 2, 0, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 0, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 0, 1, 0, 1, 2, 1, 3, 3, 1, 3, 3, 1, 0, 1, 3, 1, 2, 1, 0, 1]
2021-09-16 20:37:41,141 :: INFO :: Line --> 91 :: episode:9  total reward:6.0  Path Followed:[0, 4, 4, 4, 0, 4, 8, 4, 0, 1, 1, 2, 3, 3, 3, 2, 6]  Action Executed:[2, 0, 0, 0, 2, 0, 3, 0, 2, 3, 3, 2, 3, 3, 3, 2, 2]
2021-09-16 20:37:42,193 :: INFO :: Line --> 91 :: episode:10  total reward:7.0  Path Followed:[0, 1, 0, 1, 2, 6, 10, 9, 13, 9, 8, 9, 13, 14, 14]  Action Executed:[2, 3, 2, 3, 2, 2, 0, 1, 2, 1, 3, 1, 2, 1, 1]
2021-09-16 20:37:43,170 :: INFO :: Line --> 91 :: episode:11  total reward:7.0  Path Followed:[0, 1, 2, 3, 3, 3, 3, 3, 2, 2, 2, 6, 10, 6]  Action Executed:[2, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 0, 2]
